,bbl,RS_Unit_Count,legacy_properties_all_rs,legacy_properties_0_35_pct_rs,legacy_properties_35_89_pct_rs,legacy_properties_90_pct_plus_rs,programmatic_properties,govt_subsidized_income_restricted_rs,mixed_income_rs
25316,3008080013,8.0,1,0,0,1,0,0,0
25317,3008080025,23.0,1,0,0,1,0,0,0
25318,3008080037,12.0,1,0,0,1,0,0,0
25319,3008080038,16.0,1,0,0,1,0,0,0
25320,3008080069,5.0,1,0,1,0,0,0,0
25321,3008080071,8.0,1,0,0,1,0,0,0
25322,3008090001,5.0,1,0,1,0,0,0,0
25323,3008090004,6.0,0,0,0,0,1,1,0
25324,3008090005,6.0,0,0,0,0,1,1,0
25325,3008090006,6.0,0,0,0,0,1,1,0
25326,3008090007,6.0,0,0,0,0,1,1,0
25327,3008090008,7.0,1,0,0,1,0,0,0
25330,3008100040,5.0,1,0,1,0,0,0,0
25331,3008100049,6.0,1,0,1,0,0,0,0
25332,3008100065,16.0,1,0,0,1,0,0,0
25334,3008107501,6.0,0,0,0,0,1,0,1
25335,3008130014,6.0,1,0,0,1,0,0,0
25337,3008130016,5.0,1,0,1,0,0,0,0
25338,3008130017,6.0,1,0,0,1,0,0,0
25339,3008130018,6.0,1,0,0,1,0,0,0
25340,3008130019,6.0,1,0,0,1,0,0,0
25342,3008140020,12.0,0,0,0,0,1,1,0
25343,3008140041,12.0,1,0,0,1,0,0,0
25344,3008150013,32.0,1,0,0,1,0,0,0
25345,3008150029,17.0,1,0,0,1,0,0,0
25346,3008150031,17.0,1,0,0,1,0,0,0
25347,3008150064,6.0,1,0,0,1,0,0,0
25348,3008160007,6.0,1,0,0,1,0,0,0
25349,3008160009,4.0,1,0,1,0,0,0,0
25350,3008160037,25.0,0,0,0,0,1,1,0
25351,3008160042,45.0,0,0,0,0,1,1,0
25352,3008170001,16.0,0,0,0,0,1,1,0
25353,3008170005,38.0,0,0,0,0,1,1,0
25354,3008170037,9.0,1,0,0,1,0,0,0
25356,3008180023,6.0,1,0,0,1,0,0,0
25358,3008180025,6.0,1,0,0,1,0,0,0
25361,3008210011,6.0,1,0,0,1,0,0,0
25362,3008210012,18.0,0,0,0,0,1,1,0
25363,3008210015,6.0,1,0,0,1,0,0,0
25364,3008210016,6.0,1,0,0,1,0,0,0
25365,3008210018,6.0,1,0,0,1,0,0,0
25367,3008210047,7.0,1,0,0,1,0,0,0
25368,3008210054,8.0,1,0,0,1,0,0,0
25369,3008210068,6.0,1,0,0,1,0,0,0
25370,3008210069,6.0,1,0,0,1,0,0,0
25371,3008210071,6.0,0,0,0,0,1,1,0
25372,3008210072,6.0,0,0,0,0,1,1,0
25373,3008217503,10.0,0,0,0,0,1,0,1
25374,3008220016,8.0,1,0,0,1,0,0,0
25375,3008220017,8.0,1,0,0,1,0,0,0
25376,3008220018,8.0,1,0,0,1,0,0,0
25377,3008220019,8.0,1,0,0,1,0,0,0
25378,3008220021,9.0,1,0,0,1,0,0,0
25381,3008220039,15.0,1,0,0,1,0,0,0
25382,3008220041,15.0,1,0,1,0,0,0,0
25384,3008230005,6.0,1,0,0,1,0,0,0
25386,3008250001,28.0,1,0,1,0,0,0,0
25387,3008260002,30.0,1,0,0,1,0,0,0
25390,3008260057,6.0,1,0,0,1,0,0,0
25393,3008260072,6.0,1,0,0,1,0,0,0
25398,3008290020,32.0,0,0,0,0,0,0,0
25399,3008290047,6.0,1,0,0,1,0,0,0
25400,3008290061,6.0,1,0,0,1,0,0,0
25401,3008290064,5.0,1,0,1,0,0,0,0
25402,3008290065,6.0,1,0,0,1,0,0,0
25403,3008300030,6.0,1,0,0,1,0,0,0
25404,3008300033,9.0,0,0,0,0,1,1,0
25405,3008300035,6.0,0,0,0,0,1,0,1
25406,3008300041,9.0,1,0,0,1,0,0,0
25407,3008300043,9.0,1,0,0,1,0,0,0
25408,3008300045,4.0,1,0,1,0,0,0,0
25409,3008300056,6.0,1,0,0,1,0,0,0
25410,3008300057,6.0,1,0,0,1,0,0,0
25411,3008300058,6.0,1,0,0,1,0,0,0
25413,3008310004,6.0,1,0,0,1,0,0,0
25414,3008310047,6.0,1,0,0,1,0,0,0
25415,3008320001,6.0,1,0,0,1,0,0,0
25416,3008320002,6.0,1,0,0,1,0,0,0
25417,3008320003,6.0,1,0,0,1,0,0,0
25418,3008320004,6.0,1,0,0,1,0,0,0
25422,3008320008,6.0,1,0,0,1,0,0,0
25424,3008320027,16.0,1,0,0,1,0,0,0
25425,3008320038,10.0,1,0,0,1,0,0,0
25426,3008320050,6.0,1,0,0,1,0,0,0
25427,3008320051,6.0,0,0,0,0,1,1,0
25429,3008320063,8.0,1,0,0,1,0,0,0
25430,3008320064,8.0,1,0,0,1,0,0,0
25431,3008320065,8.0,1,0,0,1,0,0,0
25432,3008320066,8.0,1,0,0,1,0,0,0
25433,3008320067,8.0,1,0,0,1,0,0,0
25434,3008320069,6.0,1,0,0,1,0,0,0
25435,3008320070,6.0,1,0,0,1,0,0,0
25436,3008327501,3.0,1,1,0,0,0,0,0
25439,3008330054,6.0,1,0,0,1,0,0,0
25440,3008330055,6.0,1,0,0,1,0,0,0
25441,3008330056,6.0,1,0,0,1,0,0,0
25442,3008330057,6.0,1,0,0,1,0,0,0
25444,3008330061,6.0,1,0,0,1,0,0,0
25445,3008330062,6.0,1,0,0,1,0,0,0
25446,3008330063,5.0,1,0,1,0,0,0,0
25447,3008330064,6.0,1,0,0,1,0,0,0
25449,3008330066,6.0,1,0,0,1,0,0,0
25450,3008330067,6.0,1,0,0,1,0,0,0
25451,3008330068,6.0,1,0,0,1,0,0,0
25452,3008330069,6.0,1,0,0,1,0,0,0
25455,3008340002,6.0,1,0,0,1,0,0,0
25459,3008370043,6.0,1,0,0,1,0,0,0
25460,3008370044,6.0,1,0,0,1,0,0,0
25461,3008370045,7.0,1,0,0,1,0,0,0
25463,3008380035,15.0,1,0,0,1,0,0,0
25464,3008380037,9.0,1,0,0,1,0,0,0
25465,3008380039,6.0,1,0,1,0,0,0,0
25466,3008380041,6.0,1,0,1,0,0,0,0
25468,3008380044,7.0,1,0,0,1,0,0,0
25469,3008390001,11.0,1,0,0,1,0,0,0
25470,3008390006,6.0,0,0,0,0,1,1,0
25471,3008390008,16.0,1,0,0,1,0,0,0
25473,3008390045,6.0,1,0,0,1,0,0,0
25474,3008390062,17.0,1,0,0,1,0,0,0
25475,3008390064,16.0,1,0,0,1,0,0,0
25476,3008390066,16.0,1,0,0,1,0,0,0
25477,3008390071,12.0,0,0,0,0,1,1,0
25479,3008400010,6.0,0,0,0,0,1,1,0
25480,3008400027,15.0,1,0,0,1,0,0,0
25481,3008400031,6.0,1,0,0,1,0,0,0
25482,3008400032,6.0,1,0,0,1,0,0,0
25484,3008400040,8.0,1,0,0,1,0,0,0
25485,3008400041,8.0,1,0,0,1,0,0,0
25486,3008400042,8.0,1,0,0,1,0,0,0
25487,3008400045,11.0,1,0,0,1,0,0,0
25488,3008410001,7.0,1,0,0,1,0,0,0
25489,3008410002,6.0,1,0,0,1,0,0,0
25490,3008410003,6.0,1,0,0,1,0,0,0
25491,3008410004,6.0,1,0,0,1,0,0,0
25492,3008410006,6.0,1,0,0,1,0,0,0
25493,3008410008,6.0,1,0,0,1,0,0,0
25495,3008410010,14.0,1,0,0,1,0,0,0
25496,3008410033,6.0,1,0,1,0,0,0,0
25498,3008420012,16.0,1,0,0,1,0,0,0
25499,3008450023,6.0,1,0,0,1,0,0,0
25500,3008450024,6.0,1,0,0,1,0,0,0
25501,3008450031,6.0,0,0,0,0,0,0,0
25502,3008450032,6.0,0,0,0,0,0,0,0
25504,3008450056,6.0,1,0,0,1,0,0,0
25505,3008450057,6.0,1,0,0,1,0,0,0
25506,3008450058,6.0,1,0,0,1,0,0,0
25507,3008460011,16.0,1,0,0,1,0,0,0
25508,3008460046,8.0,1,0,0,1,0,0,0
25509,3008460047,7.0,1,0,1,0,0,0,0
25510,3008460049,8.0,1,0,0,1,0,0,0
25511,3008460051,1.0,1,1,0,0,0,0,0
25512,3008460052,7.0,1,0,1,0,0,0,0
25513,3008460053,8.0,1,0,0,1,0,0,0
25515,3008460065,14.0,1,0,1,0,0,0,0
25516,3008460067,8.0,1,0,0,1,0,0,0
25517,3008460068,8.0,1,0,0,1,0,0,0
25518,3008470001,6.0,1,0,0,1,0,0,0
25519,3008470003,6.0,1,0,0,1,0,0,0
25520,3008470004,5.0,1,0,1,0,0,0,0
25523,3008470044,6.0,1,0,0,1,0,0,0
25524,3008480001,7.0,1,0,1,0,0,0,0
25526,3008480004,6.0,1,0,0,1,0,0,0
25527,3008480005,6.0,1,0,0,1,0,0,0
25528,3008480006,6.0,1,0,0,1,0,0,0
25529,3008480047,6.0,1,0,0,1,0,0,0
25530,3008480049,5.0,1,0,1,0,0,0,0
25531,3008480050,24.0,1,0,0,1,0,0,0
25533,3008490038,7.0,1,0,0,1,0,0,0
25535,3008500034,6.0,1,0,0,1,0,0,0
25538,3008500071,16.0,1,0,0,1,0,0,0
25540,3008540012,7.0,1,0,0,1,0,0,0
25541,3008540013,7.0,1,0,0,1,0,0,0
25542,3008540015,7.0,1,0,0,1,0,0,0
25543,3008540016,2.0,1,1,0,0,0,0,0
25544,3008540018,8.0,1,0,0,1,0,0,0
25547,3008540034,15.0,1,0,0,1,0,0,0
25548,3008540049,6.0,1,0,0,1,0,0,0
25549,3008540050,6.0,1,0,0,1,0,0,0
25550,3008540063,7.0,1,0,1,0,0,0,0
25553,3008560002,6.0,1,0,0,1,0,0,0
25557,3008560008,6.0,1,0,0,1,0,0,0
25558,3008560045,3.0,1,1,0,0,0,0,0
25560,3008580001,27.0,1,0,1,0,0,0,0
25563,3008580049,16.0,1,0,0,1,0,0,0
25564,3008580066,6.0,1,0,0,1,0,0,0
25566,3008580068,6.0,1,0,0,1,0,0,0
25567,3008580069,5.0,1,0,1,0,0,0,0
25568,3008580071,6.0,1,0,0,1,0,0,0
25569,3008580073,6.0,1,0,0,1,0,0,0
25570,3008610049,6.0,1,0,0,1,0,0,0
25571,3008610050,6.0,1,0,0,1,0,0,0
25574,3008610053,6.0,1,0,0,1,0,0,0
25575,3008610054,6.0,1,0,0,1,0,0,0
25576,3008610055,6.0,1,0,0,1,0,0,0
25577,3008610058,6.0,1,0,0,1,0,0,0
25578,3008610059,6.0,1,0,0,1,0,0,0
25580,3008610061,6.0,1,0,0,1,0,0,0
25581,3008630001,6.0,1,0,0,1,0,0,0
25582,3008630003,4.0,1,0,1,0,0,0,0
25585,3008630006,6.0,1,0,0,1,0,0,0
25586,3008630010,4.0,1,0,1,0,0,0,0
25587,3008630040,6.0,1,0,0,1,0,0,0
25588,3008630042,5.0,1,0,1,0,0,0,0
25589,3008630043,6.0,1,0,0,1,0,0,0
25590,3008630044,6.0,1,0,0,1,0,0,0
25591,3008630047,6.0,1,0,0,1,0,0,0
25592,3008630048,6.0,1,0,0,1,0,0,0
25593,3008660001,9.0,1,0,0,1,0,0,0
25601,3008660021,6.0,1,0,0,1,0,0,0
25602,3008660022,6.0,1,0,0,1,0,0,0
25603,3008660023,1.0,1,1,0,0,0,0,0
25604,3008660024,6.0,1,0,0,1,0,0,0
25605,3008660025,6.0,1,0,0,1,0,0,0
25606,3008660026,6.0,1,0,0,1,0,0,0
25607,3008660027,6.0,1,0,0,1,0,0,0
25609,3008660071,16.0,1,0,0,1,0,0,0
25610,3008660073,6.0,1,0,0,1,0,0,0
25612,3008660075,6.0,1,0,0,1,0,0,0
25613,3008660077,3.0,1,0,1,0,0,0,0
25614,3008680003,3.0,1,1,0,0,0,0,0
25615,3008680004,1.0,1,1,0,0,0,0,0
25616,3008680005,1.0,1,1,0,0,0,0,0
25617,3008680006,5.0,1,0,1,0,0,0,0
25618,3008680008,1.0,1,1,0,0,0,0,0
25619,3008680010,4.0,1,0,1,0,0,0,0
25620,3008680011,6.0,1,0,0,1,0,0,0
25621,3008680012,6.0,1,0,0,1,0,0,0
25622,3008680013,5.0,1,0,1,0,0,0,0
25623,3008680018,5.0,1,0,1,0,0,0,0
25624,3008680019,6.0,1,0,0,1,0,0,0
25625,3008680021,2.0,1,1,0,0,0,0,0
25626,3008680053,1.0,1,1,0,0,0,0,0
25627,3008680054,6.0,1,0,0,1,0,0,0
25628,3008680056,17.0,0,0,0,0,1,0,1
25629,3008690019,2.0,1,1,0,0,0,0,0
25630,3008690020,8.0,1,0,0,1,0,0,0
25632,3008690038,6.0,1,0,0,1,0,0,0
25634,3008690068,1.0,1,1,0,0,0,0,0
25636,3008700002,1.0,1,1,0,0,0,0,0
25638,3008700006,2.0,1,1,0,0,0,0,0
25639,3008700007,3.0,1,0,1,0,0,0,0
25640,3008700009,10.0,1,0,0,1,0,0,0
25641,3008700010,7.0,1,0,1,0,0,0,0
25642,3008700011,3.0,1,0,1,0,0,0,0
25643,3008700012,4.0,1,0,1,0,0,0,0
25645,3008700023,8.0,1,0,0,1,0,0,0
25646,3008700025,5.0,1,0,1,0,0,0,0
25647,3008700027,4.0,1,0,1,0,0,0,0
25648,3008700029,8.0,1,0,0,1,0,0,0
25649,3008700032,14.0,1,0,1,0,0,0,0
25650,3008700041,6.0,1,0,1,0,0,0,0
25651,3008700042,6.0,1,0,1,0,0,0,0
25652,3008700043,7.0,1,0,1,0,0,0,0
25653,3008700044,6.0,1,0,1,0,0,0,0
25654,3008700053,2.0,1,1,0,0,0,0,0
25655,3008700055,5.0,1,0,1,0,0,0,0
25657,3008700068,1.0,1,1,0,0,0,0,0
25658,3008700070,6.0,1,0,0,1,0,0,0
25661,3008710009,7.0,1,0,0,1,0,0,0
25662,3008710043,2.0,1,1,0,0,0,0,0
25663,3008710044,6.0,1,0,1,0,0,0,0
25667,3008710064,6.0,1,0,0,1,0,0,0
25668,3008710066,6.0,1,0,0,1,0,0,0
25669,3008730023,1.0,1,1,0,0,0,0,0
25673,3008740074,6.0,1,0,0,1,0,0,0
25674,3008760044,4.0,1,0,1,0,0,0,0
25675,3008760045,3.0,1,1,0,0,0,0,0
25677,3008770010,4.0,1,0,1,0,0,0,0
25680,3008790013,18.0,0,0,0,0,1,0,1
25681,3008790048,2.0,1,1,0,0,0,0,0
25682,3008790049,1.0,1,1,0,0,0,0,0
25683,3008790050,3.0,1,0,1,0,0,0,0
25686,3008797504,5.0,0,0,0,0,0,0,0
25687,3008797505,3.0,1,1,0,0,0,0,0
25688,3008850019,25.0,1,0,0,1,0,0,0
25689,3008850030,2.0,1,1,0,0,0,0,0
25690,3008850031,6.0,1,0,0,1,0,0,0
25693,3008850044,7.0,1,0,1,0,0,0,0
25694,3008850045,8.0,1,0,0,1,0,0,0
25695,3008850046,6.0,0,0,0,0,1,1,0
25698,3008850050,6.0,1,0,0,1,0,0,0
25699,3008850052,5.0,1,0,1,0,0,0,0
25701,3008850062,6.0,1,0,0,1,0,0,0
25705,3008850073,6.0,1,0,0,1,0,0,0
25706,3008860044,8.0,1,0,0,1,0,0,0
25707,3008860047,7.0,1,0,1,0,0,0,0
25708,3008860048,11.0,1,0,0,1,0,0,0
25712,3008860075,1.0,1,1,0,0,0,0,0
25716,3008870044,6.0,1,0,0,1,0,0,0
25717,3008870045,6.0,1,0,0,1,0,0,0
25718,3008870047,6.0,1,0,0,1,0,0,0
25719,3008870049,3.0,1,0,1,0,0,0,0
25720,3008870067,8.0,1,0,0,1,0,0,0
25721,3008900012,9.0,0,0,0,0,1,0,1
25722,3008900015,4.0,0,0,0,0,1,0,1
25725,3008910026,8.0,0,0,0,0,1,0,1
25727,3008910033,6.0,1,0,0,1,0,0,0
25728,3008910034,6.0,1,0,0,1,0,0,0
25734,3008910072,2.0,1,1,0,0,0,0,0
25736,3008920009,6.0,1,0,1,0,0,0,0
25737,3008920040,4.0,1,0,1,0,0,0,0
25738,3008920043,2.0,1,1,0,0,0,0,0
25739,3008920044,4.0,1,0,1,0,0,0,0
25740,3008920045,3.0,1,0,1,0,0,0,0
25741,3008970048,6.0,1,0,0,1,0,0,0
25742,3008970049,6.0,1,0,0,1,0,0,0
25743,3008970050,5.0,1,0,1,0,0,0,0
25744,3008980022,2.0,1,1,0,0,0,0,0
25745,3008980029,1.0,1,1,0,0,0,0,0
25746,3008980031,8.0,1,0,0,1,0,0,0
25747,3008980032,8.0,1,0,0,1,0,0,0
25748,3008980033,1.0,1,1,0,0,0,0,0
25749,3008980034,6.0,1,0,1,0,0,0,0
25750,3008980035,5.0,1,0,1,0,0,0,0
25751,3008980037,3.0,1,0,1,0,0,0,0
25752,3008980038,6.0,1,0,0,1,0,0,0
25753,3008990003,8.0,1,0,0,1,0,0,0
25754,3008990022,22.0,0,0,0,0,1,0,1
25755,3008990041,6.0,1,0,0,1,0,0,0
25757,3008990049,12.0,1,0,0,1,0,0,0
25759,3008990058,6.0,1,0,0,1,0,0,0
25760,3008990067,4.0,1,0,1,0,0,0,0
25765,3009000010,1.0,1,1,0,0,0,0,0
25766,3009000036,6.0,1,0,0,1,0,0,0
25767,3009000038,3.0,1,0,1,0,0,0,0
25768,3009000048,3.0,1,0,1,0,0,0,0
25770,3009007504,7.0,0,0,0,0,1,1,0
25771,3009030138,6.0,1,0,0,1,0,0,0
25773,3009030140,6.0,1,0,0,1,0,0,0
25775,3009030142,6.0,1,0,0,1,0,0,0
25777,3009030150,6.0,1,0,0,1,0,0,0
25778,3009030168,12.0,1,0,0,1,0,0,0
25779,3009030170,11.0,1,0,1,0,0,0,0
25780,3009030172,11.0,1,0,1,0,0,0,0
25781,3009080145,6.0,1,0,0,1,0,0,0
25784,3009130001,5.0,1,0,1,0,0,0,0
25785,3009130012,6.0,1,0,0,1,0,0,0
25786,3009130013,6.0,1,0,0,1,0,0,0
25787,3009130014,6.0,1,0,0,1,0,0,0
25788,3009130015,6.0,1,0,0,1,0,0,0
25789,3009130016,6.0,1,0,0,1,0,0,0
25790,3009130017,6.0,1,0,0,1,0,0,0
25791,3009130018,6.0,1,0,0,1,0,0,0
25792,3009130030,6.0,1,0,0,1,0,0,0
25793,3009130032,20.0,1,0,0,1,0,0,0
25795,3009140001,40.0,1,0,0,1,0,0,0
25796,3009140030,19.0,1,0,1,0,0,0,0
25797,3009140044,6.0,1,0,0,1,0,0,0
25798,3009140056,6.0,1,0,0,1,0,0,0
25799,3009150026,6.0,1,0,0,1,0,0,0
25803,3009160045,6.0,1,0,0,1,0,0,0
25804,3009160046,6.0,1,0,0,1,0,0,0
25805,3009160047,6.0,1,0,0,1,0,0,0
25808,3009160146,6.0,1,0,0,1,0,0,0
25811,3009170010,6.0,1,0,0,1,0,0,0
25812,3009170016,6.0,1,0,0,1,0,0,0
25813,3009170017,6.0,1,0,0,1,0,0,0
25814,3009170018,6.0,1,0,0,1,0,0,0
25815,3009170019,6.0,1,0,0,1,0,0,0
25816,3009170020,6.0,1,0,0,1,0,0,0
25817,3009170021,19.0,1,0,0,1,0,0,0
25818,3009170025,18.0,1,0,0,1,0,0,0
25819,3009170029,8.0,1,0,0,1,0,0,0
25820,3009170053,6.0,1,0,0,1,0,0,0
25821,3009170054,6.0,1,0,0,1,0,0,0
25822,3009170056,23.0,1,0,0,1,0,0,0
25823,3009170120,5.0,1,0,1,0,0,0,0
25824,3009180012,34.0,1,0,0,1,0,0,0
25826,3009190015,6.0,1,0,1,0,0,0,0
25827,3009190026,8.0,0,0,0,0,1,0,1
25828,3009190043,6.0,1,0,0,1,0,0,0
25830,3009190058,12.0,0,0,0,0,1,0,1
25831,3009190060,3.0,1,0,1,0,0,0,0
25834,3009200011,10.0,0,0,0,0,1,0,1
25835,3009200023,36.0,0,0,0,0,1,1,0
25836,3009220002,16.0,1,0,0,1,0,0,0
25837,3009220006,14.0,1,0,1,0,0,0,0
25838,3009220008,17.0,1,0,1,0,0,0,0
25839,3009220036,6.0,1,0,0,1,0,0,0
25840,3009220038,5.0,1,0,1,0,0,0,0
25841,3009220039,7.0,1,0,0,1,0,0,0
25843,3009230037,60.0,1,0,0,1,0,0,0
25844,3009230048,15.0,1,0,0,1,0,0,0
25845,3009230050,21.0,1,0,1,0,0,0,0
25846,3009230054,20.0,1,0,0,1,0,0,0
25847,3009230056,20.0,1,0,0,1,0,0,0
25848,3009240001,2.0,1,1,0,0,0,0,0
25849,3009240002,16.0,1,0,0,1,0,0,0
25850,3009247503,14.0,1,0,0,1,0,0,0
25851,3009250005,7.0,1,0,0,1,0,0,0
25852,3009250006,7.0,1,0,0,1,0,0,0
25853,3009250007,7.0,1,0,0,1,0,0,0
25854,3009250019,20.0,1,0,0,1,0,0,0
25855,3009250021,20.0,1,0,0,1,0,0,0
25856,3009250024,20.0,1,0,0,1,0,0,0
25857,3009250027,20.0,1,0,0,1,0,0,0
25858,3009250033,16.0,1,0,0,1,0,0,0
25859,3009250035,16.0,1,0,0,1,0,0,0
25860,3009250037,16.0,1,0,0,1,0,0,0
25861,3009250042,48.0,0,0,0,0,1,1,0
25862,3009250053,16.0,1,0,0,1,0,0,0
25863,3009250055,55.0,1,0,0,1,0,0,0
25865,3009250066,9.0,1,0,0,1,0,0,0
25866,3009280001,89.0,0,0,0,0,1,0,1
25867,3009280013,42.0,1,0,0,1,0,0,0
25868,3009280049,7.0,1,0,1,0,0,0,0
25869,3009280051,10.0,1,0,1,0,0,0,0
25871,3009310008,1.0,1,1,0,0,0,0,0
25872,3009320007,30.0,0,0,0,0,1,1,0
25873,3009330001,5.0,1,0,1,0,0,0,0
25875,3009330006,5.0,1,0,1,0,0,0,0
25876,3009330008,1.0,1,1,0,0,0,0,0
25877,3009330010,1.0,1,1,0,0,0,0,0
25879,3009330014,4.0,1,0,1,0,0,0,0
25880,3009330026,5.0,1,0,1,0,0,0,0
25881,3009330027,3.0,1,0,1,0,0,0,0
25883,3009330050,4.0,1,0,1,0,0,0,0
25884,3009330070,4.0,1,0,1,0,0,0,0
25890,3009340041,6.0,0,0,0,0,1,1,0
25891,3009340042,5.0,1,0,1,0,0,0,0
25892,3009340043,6.0,1,0,0,1,0,0,0
25893,3009340044,6.0,1,0,0,1,0,0,0
25894,3009340045,4.0,1,0,1,0,0,0,0
25898,3009360002,1.0,1,1,0,0,0,0,0
25899,3009360008,2.0,1,1,0,0,0,0,0
25900,3009370012,5.0,1,0,1,0,0,0,0
25904,3009380043,2.0,1,1,0,0,0,0,0
25905,3009380044,1.0,1,1,0,0,0,0,0
25906,3009387503,17.0,0,0,0,0,1,0,1
25907,3009390010,6.0,1,0,0,1,0,0,0
25908,3009390012,7.0,1,0,0,1,0,0,0
25913,3009410012,5.0,1,0,1,0,0,0,0
25914,3009410071,6.0,1,0,0,1,0,0,0
25915,3009420004,6.0,1,0,0,1,0,0,0
25918,3009420046,5.0,1,0,1,0,0,0,0
25919,3009420047,6.0,1,0,1,0,0,0,0
25920,3009430002,6.0,1,0,1,0,0,0,0
25921,3009430003,3.0,1,0,1,0,0,0,0
25922,3009430004,1.0,1,1,0,0,0,0,0
25924,3009430044,3.0,1,0,1,0,0,0,0
25925,3009430045,3.0,1,0,1,0,0,0,0
25927,3009440030,7.0,1,0,0,1,0,0,0
25930,3009447506,1.0,1,1,0,0,0,0,0
25932,3009450019,1.0,1,1,0,0,0,0,0
25933,3009450042,1.0,1,1,0,0,0,0,0
25936,3009450069,2.0,1,1,0,0,0,0,0
25938,3009457503,3.0,1,1,0,0,0,0,0
25939,3009457504,3.0,1,1,0,0,0,0,0
25940,3009457505,7.0,1,0,1,0,0,0,0
25941,3009460050,1.0,1,1,0,0,0,0,0
25944,3009470008,6.0,0,0,0,0,1,1,0
25945,3009470011,6.0,0,0,0,0,1,1,0
25946,3009470026,7.0,1,0,0,1,0,0,0
25947,3009470034,6.0,1,0,0,1,0,0,0
25952,3009480029,3.0,1,0,1,0,0,0,0
25953,3009480030,3.0,1,0,1,0,0,0,0
25954,3009480031,4.0,1,0,1,0,0,0,0
25955,3009480032,4.0,1,0,1,0,0,0,0
25956,3009480033,7.0,1,0,1,0,0,0,0
25961,3009490003,4.0,1,0,1,0,0,0,0
25962,3009490004,8.0,1,0,0,1,0,0,0
25963,3009490044,4.0,1,1,0,0,0,0,0
25964,3009490046,6.0,0,0,0,0,1,1,0
25965,3009490053,9.0,1,0,0,1,0,0,0
25966,3009490055,2.0,1,1,0,0,0,0,0
25967,3009490056,7.0,1,0,0,1,0,0,0
25968,3009490065,6.0,0,0,0,0,1,0,1
25970,3009500001,5.0,1,0,1,0,0,0,0
25971,3009500012,3.0,1,0,1,0,0,0,0
25973,3009500068,5.0,1,0,1,0,0,0,0
25977,3009510040,8.0,1,0,0,1,0,0,0
25978,3009510045,5.0,1,1,0,0,0,0,0
25979,3009510046,10.0,1,0,1,0,0,0,0
25980,3009510048,1.0,1,1,0,0,0,0,0
25981,3009510070,5.0,1,0,1,0,0,0,0
25984,3009520012,8.0,1,0,0,1,0,0,0
25985,3009520013,8.0,1,0,0,1,0,0,0
25989,3009520018,5.0,1,0,1,0,0,0,0
25990,3009520019,1.0,1,1,0,0,0,0,0
25991,3009520020,4.0,1,0,1,0,0,0,0
25994,3009520046,8.0,1,0,0,1,0,0,0
25995,3009520047,3.0,1,0,1,0,0,0,0
25996,3009520051,6.0,1,0,1,0,0,0,0
25997,3009520060,7.0,1,0,1,0,0,0,0
25998,3009520061,8.0,1,0,0,1,0,0,0
26000,3009520063,8.0,1,0,0,1,0,0,0
26001,3009520064,8.0,1,0,0,1,0,0,0
26002,3009520065,8.0,1,0,0,1,0,0,0
26003,3009520067,8.0,0,0,0,0,1,1,0
26004,3009520068,2.0,1,1,0,0,0,0,0
26005,3009520069,8.0,1,0,0,1,0,0,0
26006,3009527506,2.0,1,1,0,0,0,0,0
26007,3009530006,8.0,1,0,0,1,0,0,0
26008,3009530008,2.0,1,1,0,0,0,0,0
26009,3009530009,1.0,1,1,0,0,0,0,0
26010,3009530063,6.0,1,0,1,0,0,0,0
26011,3009530064,9.0,1,0,0,1,0,0,0
26016,3009540046,14.0,1,0,0,1,0,0,0
26017,3009540058,5.0,1,0,1,0,0,0,0
26018,3009550039,10.0,0,0,0,0,1,1,0
26019,3009550051,9.0,1,0,1,0,0,0,0
26020,3009550052,10.0,0,0,0,0,1,1,0
26022,3009557506,63.0,0,0,0,0,1,0,1
26023,3009560001,10.0,1,0,1,0,0,0,0
26024,3009560004,3.0,1,0,1,0,0,0,0
26026,3009560061,7.0,1,0,1,0,0,0,0
26027,3009570003,5.0,1,0,1,0,0,0,0
26028,3009570011,8.0,1,0,0,1,0,0,0
26029,3009570013,9.0,1,0,0,1,0,0,0
26030,3009570014,15.0,1,0,1,0,0,0,0
26031,3009580001,8.0,0,0,0,0,1,0,1
26032,3009580007,25.0,0,0,0,0,1,0,1
26033,3009580017,36.0,0,0,0,0,1,0,1
26034,3009580018,8.0,0,0,0,0,1,0,1
26036,3009580038,8.0,1,0,0,1,0,0,0
26038,3009580045,2.0,1,1,0,0,0,0,0
26039,3009580046,1.0,1,1,0,0,0,0,0
26040,3009580048,6.0,1,0,0,1,0,0,0
26041,3009580050,6.0,1,0,1,0,0,0,0
26042,3009580068,18.0,0,0,0,0,1,0,1
26043,3009590002,6.0,0,0,0,0,1,1,0
26044,3009590004,1.0,1,1,0,0,0,0,0
26045,3009590005,4.0,1,0,1,0,0,0,0
26047,3009590008,6.0,1,0,0,1,0,0,0
26049,3009600025,1.0,1,1,0,0,0,0,0
26051,3009600030,1.0,1,1,0,0,0,0,0
26052,3009600031,2.0,1,1,0,0,0,0,0
26053,3009600034,7.0,1,0,1,0,0,0,0
26055,3009600038,4.0,1,0,1,0,0,0,0
26056,3009600054,4.0,1,0,1,0,0,0,0
26057,3009600055,7.0,1,0,1,0,0,0,0
26058,3009600056,8.0,1,0,0,1,0,0,0
26060,3009600060,1.0,1,1,0,0,0,0,0
26063,3009607503,3.0,1,0,1,0,0,0,0
