,bbl,RS_Unit_Count,legacy_properties_all_rs,legacy_properties_0_35_pct_rs,legacy_properties_35_89_pct_rs,legacy_properties_90_pct_plus_rs,programmatic_properties,govt_subsidized_income_restricted_rs,mixed_income_rs
6503,1011717511,116.0,0,0,0,0,1,0,1
6504,1011717513,646.0,0,0,0,0,1,0,1
6505,1011797501,15.0,1,1,0,0,0,0,0
6506,1011797502,14.0,1,1,0,0,0,0,0
6507,1011797503,25.0,1,1,0,0,0,0,0
6508,1011820029,39.0,1,0,0,1,0,0,0
6509,1011820046,5.0,1,0,1,0,0,0,0
6510,1011820048,1.0,1,1,0,0,0,0,0
6514,1011827501,2.0,1,1,0,0,0,0,0
6516,1011830018,2.0,1,1,0,0,0,0,0
6517,1011830019,3.0,1,0,1,0,0,0,0
6518,1011830022,13.0,1,0,1,0,0,0,0
6528,1011830117,1.0,1,1,0,0,0,0,0
6530,1011830124,1.0,1,1,0,0,0,0,0
6532,1011830131,7.0,1,0,0,1,0,0,0
6533,1011840002,7.0,1,1,0,0,0,0,0
6534,1011840004,13.0,1,0,1,0,0,0,0
6535,1011840006,7.0,1,0,1,0,0,0,0
6538,1011840022,1.0,1,1,0,0,0,0,0
6539,1011840024,3.0,1,1,0,0,0,0,0
6541,1011840062,1.0,1,1,0,0,0,0,0
6542,1011840064,2.0,1,1,0,0,0,0,0
6543,1011840065,5.0,1,0,1,0,0,0,0
6544,1011840066,5.0,1,0,1,0,0,0,0
6545,1011840067,2.0,1,1,0,0,0,0,0
6546,1011840072,2.0,1,1,0,0,0,0,0
6547,1011840073,3.0,1,1,0,0,0,0,0
6550,1011840089,10.0,1,1,0,0,0,0,0
6551,1011840099,4.0,1,1,0,0,0,0,0
6553,1011840101,1.0,1,1,0,0,0,0,0
6554,1011840103,1.0,1,1,0,0,0,0,0
6555,1011847501,2.0,1,1,0,0,0,0,0
6557,1011850008,1.0,1,1,0,0,0,0,0
6558,1011850010,1.0,1,1,0,0,0,0,0
6559,1011850011,10.0,1,0,0,1,0,0,0
6560,1011850012,1.0,1,1,0,0,0,0,0
6563,1011850024,2.0,1,1,0,0,0,0,0
6564,1011850028,9.0,1,0,1,0,0,0,0
6565,1011850029,1.0,1,1,0,0,0,0,0
6566,1011850030,1.0,1,1,0,0,0,0,0
6567,1011850031,6.0,1,0,1,0,0,0,0
6569,1011850037,4.0,1,0,1,0,0,0,0
6570,1011850038,6.0,1,0,1,0,0,0,0
6571,1011850039,7.0,1,0,1,0,0,0,0
6572,1011850041,3.0,1,1,0,0,0,0,0
6574,1011850047,3.0,1,1,0,0,0,0,0
6575,1011850050,7.0,1,0,1,0,0,0,0
6576,1011850051,5.0,1,0,1,0,0,0,0
6577,1011850052,5.0,1,0,1,0,0,0,0
6578,1011850053,3.0,1,1,0,0,0,0,0
6581,1011850058,2.0,1,1,0,0,0,0,0
6582,1011850061,2.0,1,1,0,0,0,0,0
6583,1011850064,5.0,1,0,1,0,0,0,0
6585,1011850067,3.0,1,1,0,0,0,0,0
6587,1011850080,6.0,1,0,1,0,0,0,0
6588,1011850084,3.0,1,1,0,0,0,0,0
6589,1011850086,1.0,1,1,0,0,0,0,0
6590,1011850087,2.0,1,1,0,0,0,0,0
6594,1011850092,2.0,1,1,0,0,0,0,0
6596,1011850094,3.0,1,1,0,0,0,0,0
6597,1011850095,5.0,1,0,1,0,0,0,0
6598,1011850096,4.0,1,0,1,0,0,0,0
6599,1011850150,2.0,1,1,0,0,0,0,0
6601,1011860009,24.0,1,0,1,0,0,0,0
6602,1011860013,2.0,1,1,0,0,0,0,0
6603,1011860015,10.0,1,0,0,1,0,0,0
6604,1011860025,49.0,1,0,1,0,0,0,0
6606,1011860034,1.0,0,0,0,0,1,1,0
6608,1011860037,9.0,0,0,0,0,1,1,0
6609,1011860038,2.0,1,1,0,0,0,0,0
6610,1011860040,4.0,1,0,1,0,0,0,0
6612,1011860068,2.0,1,1,0,0,0,0,0
6613,1011860069,3.0,1,0,1,0,0,0,0
6617,1011867501,20.0,1,1,0,0,0,0,0
6621,1011950014,17.0,1,1,0,0,0,0,0
6623,1011950042,1.0,1,1,0,0,0,0,0
6625,1011950051,4.0,1,0,1,0,0,0,0
6626,1011950052,1.0,1,1,0,0,0,0,0
6628,1011950057,5.0,1,0,1,0,0,0,0
6629,1011950058,1.0,1,1,0,0,0,0,0
6630,1011950059,1.0,1,1,0,0,0,0,0
6631,1011950060,2.0,1,1,0,0,0,0,0
6633,1011950063,2.0,1,1,0,0,0,0,0
6634,1011950064,1.0,1,1,0,0,0,0,0
6638,1011960002,4.0,1,1,0,0,0,0,0
6639,1011960004,5.0,1,0,1,0,0,0,0
6640,1011960005,1.0,1,1,0,0,0,0,0
6641,1011960006,3.0,1,1,0,0,0,0,0
6642,1011960007,2.0,1,1,0,0,0,0,0
6644,1011960019,6.0,1,1,0,0,0,0,0
6648,1011960023,2.0,1,1,0,0,0,0,0
6649,1011960024,1.0,1,1,0,0,0,0,0
6653,1011960046,12.0,1,0,1,0,0,0,0
6654,1011960048,2.0,1,1,0,0,0,0,0
6656,1011960051,5.0,1,1,0,0,0,0,0
6659,1011960061,15.0,1,0,1,0,0,0,0
6660,1011960062,4.0,1,1,0,0,0,0,0
6661,1011960063,12.0,1,0,0,1,0,0,0
6663,1011960105,1.0,1,1,0,0,0,0,0
6664,1011960114,4.0,1,0,1,0,0,0,0
6666,1011970001,1.0,1,1,0,0,0,0,0
6667,1011970002,6.0,1,0,1,0,0,0,0
6668,1011970003,3.0,1,1,0,0,0,0,0
6669,1011970004,5.0,1,0,1,0,0,0,0
6671,1011970027,26.0,1,0,0,1,0,0,0
6675,1011970058,2.0,1,1,0,0,0,0,0
6676,1011970059,4.0,1,0,1,0,0,0,0
6678,1011970063,1.0,1,1,0,0,0,0,0
6679,1011970064,7.0,1,0,1,0,0,0,0
6681,1011970113,13.0,1,0,1,0,0,0,0
6683,1011970157,4.0,1,1,0,0,0,0,0
6684,1011970159,2.0,1,1,0,0,0,0,0
6685,1011977501,2.0,1,1,0,0,0,0,0
6686,1011980001,15.0,1,0,1,0,0,0,0
6687,1011980003,7.0,1,1,0,0,0,0,0
6689,1011980006,4.0,1,1,0,0,0,0,0
6692,1011980015,7.0,1,0,1,0,0,0,0
6693,1011980017,31.0,1,0,1,0,0,0,0
6695,1011980024,11.0,1,0,1,0,0,0,0
6697,1011980029,35.0,1,1,0,0,0,0,0
6698,1011980037,3.0,1,1,0,0,0,0,0
6699,1011980038,1.0,1,1,0,0,0,0,0
6701,1011980041,1.0,1,1,0,0,0,0,0
6703,1011980043,3.0,1,1,0,0,0,0,0
6704,1011980048,5.0,1,0,1,0,0,0,0
6705,1011980049,3.0,1,1,0,0,0,0,0
6707,1011980052,8.0,1,0,1,0,0,0,0
6708,1011980054,1.0,1,1,0,0,0,0,0
6709,1011980056,1.0,1,1,0,0,0,0,0
6710,1011980057,1.0,1,1,0,0,0,0,0
6711,1011980058,3.0,1,1,0,0,0,0,0
6714,1011980126,2.0,1,1,0,0,0,0,0
6715,1011980138,4.0,1,0,1,0,0,0,0
6716,1011980143,4.0,1,0,1,0,0,0,0
6717,1011980147,2.0,1,1,0,0,0,0,0
6718,1011980153,1.0,1,1,0,0,0,0,0
6719,1011987502,4.0,1,1,0,0,0,0,0
6720,1011990001,12.0,1,0,1,0,0,0,0
6721,1011990006,5.0,1,1,0,0,0,0,0
6723,1011990009,4.0,1,0,1,0,0,0,0
6724,1011990010,2.0,1,1,0,0,0,0,0
6725,1011990011,4.0,1,1,0,0,0,0,0
6726,1011990013,25.0,1,0,0,1,0,0,0
6728,1011990016,2.0,1,1,0,0,0,0,0
6730,1011990019,4.0,1,0,1,0,0,0,0
6731,1011990021,1.0,1,1,0,0,0,0,0
6732,1011990024,2.0,1,1,0,0,0,0,0
6735,1011990029,12.0,1,1,0,0,0,0,0
6736,1011990042,1.0,1,1,0,0,0,0,0
6738,1011990045,16.0,1,1,0,0,0,0,0
6739,1011990052,4.0,1,1,0,0,0,0,0
6741,1011990055,17.0,1,1,0,0,0,0,0
6742,1011990058,7.0,1,0,0,1,0,0,0
6743,1011990061,11.0,1,0,1,0,0,0,0
6744,1011990107,1.0,1,1,0,0,0,0,0
6745,1011990117,1.0,1,1,0,0,0,0,0
6746,1012000001,2.0,1,1,0,0,0,0,0
6748,1012000005,19.0,1,1,0,0,0,0,0
6749,1012000008,2.0,1,1,0,0,0,0,0
6751,1012000010,2.0,1,1,0,0,0,0,0
6752,1012000011,37.0,1,1,0,0,0,0,0
6753,1012000015,14.0,1,1,0,0,0,0,0
6754,1012000019,30.0,1,1,0,0,0,0,0
6755,1012000025,10.0,1,1,0,0,0,0,0
6756,1012000037,1.0,1,1,0,0,0,0,0
6757,1012000038,4.0,1,0,1,0,0,0,0
6758,1012000039,3.0,1,1,0,0,0,0,0
6759,1012000040,3.0,1,1,0,0,0,0,0
6761,1012000043,1.0,1,1,0,0,0,0,0
6762,1012000047,1.0,1,1,0,0,0,0,0
6763,1012000051,1.0,1,1,0,0,0,0,0
6764,1012000052,7.0,0,0,0,0,1,1,0
6765,1012000053,1.0,1,1,0,0,0,0,0
6766,1012000055,2.0,1,1,0,0,0,0,0
6771,1012000152,1.0,1,1,0,0,0,0,0
6773,1012010011,6.0,1,0,1,0,0,0,0
6776,1012010016,2.0,1,1,0,0,0,0,0
6777,1012010019,3.0,1,1,0,0,0,0,0
6778,1012010020,2.0,1,1,0,0,0,0,0
6779,1012010021,4.0,1,0,1,0,0,0,0
6780,1012010023,13.0,1,1,0,0,0,0,0
6781,1012010027,6.0,1,1,0,0,0,0,0
6782,1012010034,36.0,1,1,0,0,0,0,0
6785,1012010043,6.0,1,0,1,0,0,0,0
6786,1012010044,4.0,1,0,1,0,0,0,0
6787,1012010045,8.0,1,0,1,0,0,0,0
6788,1012010046,4.0,1,0,1,0,0,0,0
6789,1012010050,1.0,1,1,0,0,0,0,0
6790,1012010051,4.0,1,0,1,0,0,0,0
6791,1012010052,3.0,1,1,0,0,0,0,0
6793,1012010055,1.0,1,1,0,0,0,0,0
6795,1012010058,43.0,1,0,1,0,0,0,0
6796,1012010110,1.0,1,1,0,0,0,0,0
6798,1012010140,6.0,1,0,1,0,0,0,0
6800,1012020012,2.0,1,1,0,0,0,0,0
6801,1012020013,2.0,1,1,0,0,0,0,0
6802,1012020018,3.0,1,0,1,0,0,0,0
6804,1012020020,4.0,1,0,1,0,0,0,0
6806,1012020042,2.0,1,1,0,0,0,0,0
6807,1012020043,4.0,1,0,1,0,0,0,0
6808,1012020046,1.0,1,1,0,0,0,0,0
6809,1012020048,2.0,1,1,0,0,0,0,0
6810,1012020050,1.0,1,1,0,0,0,0,0
6811,1012020053,2.0,1,1,0,0,0,0,0
6812,1012020054,1.0,1,1,0,0,0,0,0
6813,1012020055,2.0,1,1,0,0,0,0,0
6814,1012020058,2.0,1,1,0,0,0,0,0
6815,1012020112,3.0,1,0,1,0,0,0,0
6821,1012030005,3.0,1,0,1,0,0,0,0
6822,1012030007,3.0,1,0,1,0,0,0,0
6823,1012030010,4.0,1,0,1,0,0,0,0
6824,1012030011,1.0,1,1,0,0,0,0,0
6825,1012030017,2.0,1,1,0,0,0,0,0
6826,1012030018,2.0,1,1,0,0,0,0,0
6828,1012030022,6.0,1,0,1,0,0,0,0
6830,1012030025,2.0,1,1,0,0,0,0,0
6831,1012030031,14.0,1,0,1,0,0,0,0
6832,1012030033,28.0,1,1,0,0,0,0,0
6834,1012030039,1.0,1,1,0,0,0,0,0
6835,1012030040,3.0,1,1,0,0,0,0,0
6837,1012030042,3.0,1,1,0,0,0,0,0
6838,1012030045,1.0,1,1,0,0,0,0,0
6839,1012030047,2.0,1,1,0,0,0,0,0
6840,1012030054,2.0,1,1,0,0,0,0,0
6841,1012030055,5.0,1,1,0,0,0,0,0
6842,1012030109,6.0,1,0,1,0,0,0,0
6843,1012030117,6.0,1,0,0,1,0,0,0
6844,1012030121,4.0,1,0,1,0,0,0,0
6845,1012030138,4.0,1,0,1,0,0,0,0
6846,1012030150,3.0,1,0,1,0,0,0,0
6848,1012037502,1.0,1,1,0,0,0,0,0
6850,1012040009,2.0,1,1,0,0,0,0,0
6851,1012040010,2.0,1,1,0,0,0,0,0
6853,1012040012,1.0,1,1,0,0,0,0,0
6855,1012040015,1.0,1,1,0,0,0,0,0
6857,1012040020,1.0,1,1,0,0,0,0,0
6858,1012040051,3.0,1,1,0,0,0,0,0
6859,1012040052,1.0,1,1,0,0,0,0,0
6861,1012040106,2.0,1,1,0,0,0,0,0
6863,1012050022,28.0,1,0,1,0,0,0,0
6864,1012050029,5.0,1,1,0,0,0,0,0
6865,1012060001,147.0,1,0,1,0,0,0,0
6866,1012060010,31.0,1,0,1,0,0,0,0
6868,1012060045,71.0,1,0,1,0,0,0,0
6869,1012067501,13.0,1,1,0,0,0,0,0
6875,1012080001,176.0,1,0,1,0,0,0,0
6877,1012080027,1.0,1,1,0,0,0,0,0
6878,1012080029,75.0,1,0,1,0,0,0,0
6880,1012080041,2.0,1,1,0,0,0,0,0
6883,1012080050,9.0,1,0,1,0,0,0,0
6885,1012080114,1.0,1,1,0,0,0,0,0
6886,1012080142,3.0,1,0,1,0,0,0,0
6887,1012090001,179.0,1,0,1,0,0,0,0
6889,1012090021,2.0,1,1,0,0,0,0,0
6891,1012090027,5.0,1,0,1,0,0,0,0
6892,1012090028,1.0,1,1,0,0,0,0,0
6893,1012090042,2.0,1,1,0,0,0,0,0
6894,1012090044,1.0,1,1,0,0,0,0,0
6895,1012090046,9.0,1,0,0,1,0,0,0
6896,1012090047,6.0,1,0,0,1,0,0,0
6897,1012090048,3.0,1,1,0,0,0,0,0
6901,1012090126,6.0,1,0,1,0,0,0,0
6902,1012090142,8.0,1,0,1,0,0,0,0
6904,1012097502,28.0,1,1,0,0,0,0,0
6905,1012100001,17.0,1,1,0,0,0,0,0
6906,1012100004,5.0,1,0,1,0,0,0,0
6909,1012100012,12.0,1,1,0,0,0,0,0
6912,1012100023,1.0,1,1,0,0,0,0,0
6913,1012100025,1.0,1,1,0,0,0,0,0
6916,1012100038,4.0,1,1,0,0,0,0,0
6918,1012100041,2.0,1,1,0,0,0,0,0
6923,1012100050,1.0,1,1,0,0,0,0,0
6924,1012100052,3.0,1,1,0,0,0,0,0
6925,1012100055,17.0,1,0,1,0,0,0,0
6926,1012100138,4.0,1,0,1,0,0,0,0
6928,1012107503,1.0,1,1,0,0,0,0,0
6929,1012110003,8.0,1,0,0,1,0,0,0
6930,1012110005,1.0,1,1,0,0,0,0,0
6931,1012110006,5.0,1,1,0,0,0,0,0
6932,1012110007,35.0,0,0,0,0,1,1,0
6934,1012110009,2.0,1,1,0,0,0,0,0
6935,1012110010,2.0,1,1,0,0,0,0,0
6936,1012110011,3.0,1,1,0,0,0,0,0
6940,1012110016,2.0,1,1,0,0,0,0,0
6942,1012110018,3.0,1,1,0,0,0,0,0
6943,1012110019,1.0,1,1,0,0,0,0,0
6944,1012110020,2.0,1,1,0,0,0,0,0
6945,1012110022,2.0,1,1,0,0,0,0,0
6947,1012110028,1.0,1,1,0,0,0,0,0
6950,1012110037,1.0,1,1,0,0,0,0,0
6951,1012110038,2.0,1,1,0,0,0,0,0
6953,1012110041,6.0,1,0,0,1,0,0,0
6955,1012110052,9.0,1,1,0,0,0,0,0
6957,1012110059,5.0,1,1,0,0,0,0,0
6958,1012110063,1.0,1,1,0,0,0,0,0
6959,1012110121,4.0,1,0,1,0,0,0,0
6960,1012110142,8.0,1,0,0,1,0,0,0
6961,1012120001,8.0,1,0,1,0,0,0,0
6962,1012120003,6.0,1,1,0,0,0,0,0
6963,1012120005,3.0,1,1,0,0,0,0,0
6964,1012120006,11.0,1,0,1,0,0,0,0
6965,1012120008,11.0,1,0,1,0,0,0,0
6967,1012120019,1.0,1,1,0,0,0,0,0
6968,1012120022,7.0,1,1,0,0,0,0,0
6969,1012120024,1.0,1,1,0,0,0,0,0
6971,1012120026,7.0,1,0,1,0,0,0,0
6972,1012120046,2.0,1,1,0,0,0,0,0
6974,1012120064,1.0,1,1,0,0,0,0,0
6975,1012120110,37.0,1,0,1,0,0,0,0
6976,1012120118,1.0,1,1,0,0,0,0,0
6977,1012127503,7.0,1,1,0,0,0,0,0
6978,1012130001,1.0,1,1,0,0,0,0,0
6979,1012130014,3.0,1,1,0,0,0,0,0
6982,1012130023,3.0,1,1,0,0,0,0,0
6983,1012130034,10.0,1,0,1,0,0,0,0
6984,1012130035,17.0,1,0,1,0,0,0,0
6986,1012130037,5.0,1,1,0,0,0,0,0
6988,1012130040,6.0,1,1,0,0,0,0,0
6990,1012130051,34.0,1,0,1,0,0,0,0
6991,1012130060,10.0,1,0,1,0,0,0,0
6992,1012130061,1.0,1,1,0,0,0,0,0
6994,1012137503,6.0,1,1,0,0,0,0,0
6995,1012137504,11.0,1,1,0,0,0,0,0
6996,1012140002,5.0,1,0,1,0,0,0,0
6997,1012140003,7.0,1,0,1,0,0,0,0
6998,1012140005,7.0,1,0,1,0,0,0,0
7000,1012140007,5.0,1,0,1,0,0,0,0
7004,1012140017,4.0,1,0,1,0,0,0,0
7005,1012140018,10.0,1,0,0,1,0,0,0
7006,1012140054,3.0,1,1,0,0,0,0,0
7007,1012140059,5.0,1,1,0,0,0,0,0
7008,1012140060,5.0,1,1,0,0,0,0,0
7010,1012140062,1.0,1,1,0,0,0,0,0
7011,1012140063,16.0,1,0,0,1,0,0,0
7012,1012150033,6.0,1,0,1,0,0,0,0
7015,1012150063,3.0,1,1,0,0,0,0,0
7016,1012150064,2.0,1,1,0,0,0,0,0
7018,1012160004,2.0,1,1,0,0,0,0,0
7019,1012160006,6.0,1,1,0,0,0,0,0
7020,1012160008,5.0,1,0,1,0,0,0,0
7021,1012160011,3.0,1,0,1,0,0,0,0
7022,1012160018,1.0,1,1,0,0,0,0,0
7024,1012160020,2.0,1,1,0,0,0,0,0
7026,1012160027,14.0,1,1,0,0,0,0,0
7027,1012160033,1.0,1,1,0,0,0,0,0
7028,1012160034,1.0,1,1,0,0,0,0,0
7029,1012160038,2.0,1,1,0,0,0,0,0
7030,1012160039,18.0,1,0,1,0,0,0,0
7031,1012160043,3.0,1,1,0,0,0,0,0
7033,1012160047,2.0,1,1,0,0,0,0,0
7034,1012160048,17.0,1,0,1,0,0,0,0
7035,1012160050,1.0,1,1,0,0,0,0,0
7036,1012160051,19.0,1,1,0,0,0,0,0
7037,1012160054,13.0,1,0,1,0,0,0,0
7038,1012160060,19.0,1,0,1,0,0,0,0
7040,1012160108,3.0,1,1,0,0,0,0,0
7041,1012160111,4.0,1,0,1,0,0,0,0
7042,1012160140,16.0,1,1,0,0,0,0,0
7043,1012160143,2.0,1,1,0,0,0,0,0
7044,1012167502,10.0,1,1,0,0,0,0,0
7045,1012170017,5.0,1,0,1,0,0,0,0
7047,1012170025,17.0,1,1,0,0,0,0,0
7049,1012170034,3.0,1,0,1,0,0,0,0
7050,1012170035,6.0,1,1,0,0,0,0,0
7051,1012170038,1.0,1,1,0,0,0,0,0
7052,1012170041,2.0,1,1,0,0,0,0,0
7053,1012170045,1.0,1,1,0,0,0,0,0
7054,1012170046,1.0,1,1,0,0,0,0,0
7055,1012170049,4.0,1,0,1,0,0,0,0
7057,1012170057,201.0,0,0,0,0,1,1,0
7059,1012170113,2.0,1,1,0,0,0,0,0
7060,1012170136,3.0,1,1,0,0,0,0,0
7061,1012170146,10.0,1,0,0,1,0,0,0
7062,1012180015,12.0,1,0,1,0,0,0,0
7063,1012180022,5.0,1,0,1,0,0,0,0
7065,1012180044,2.0,1,1,0,0,0,0,0
7066,1012180047,2.0,1,1,0,0,0,0,0
7067,1012180049,2.0,1,1,0,0,0,0,0
7068,1012187501,2.0,0,0,0,0,0,0,0
7069,1012190022,2.0,1,1,0,0,0,0,0
7074,1012207501,2.0,1,1,0,0,0,0,0
7075,1012210029,20.0,0,0,0,0,0,0,0
7077,1012220049,1.0,1,1,0,0,0,0,0
7078,1012220050,2.0,1,1,0,0,0,0,0
7079,1012220051,2.0,1,1,0,0,0,0,0
7080,1012220052,1.0,1,1,0,0,0,0,0
7081,1012220053,2.0,1,1,0,0,0,0,0
7082,1012220054,6.0,1,0,1,0,0,0,0
7083,1012220056,2.0,1,1,0,0,0,0,0
7085,1012227501,20.0,1,1,0,0,0,0,0
7088,1012230125,1.0,1,1,0,0,0,0,0
7089,1012237501,3.0,1,1,0,0,0,0,0
7090,1012237502,3.0,1,1,0,0,0,0,0
7091,1012237503,102.0,1,0,1,0,0,0,0
7092,1012237504,13.0,1,1,0,0,0,0,0
7096,1012240054,1.0,1,1,0,0,0,0,0
7097,1012250017,6.0,1,0,0,1,0,0,0
7102,1012260009,2.0,1,1,0,0,0,0,0
7103,1012260010,3.0,1,0,1,0,0,0,0
7104,1012260012,2.0,1,1,0,0,0,0,0
7105,1012260013,1.0,1,1,0,0,0,0,0
7106,1012260015,3.0,1,0,1,0,0,0,0
7109,1012260029,6.0,0,0,0,0,0,0,0
7110,1012260037,7.0,1,1,0,0,0,0,0
7111,1012260039,6.0,1,1,0,0,0,0,0
7112,1012260040,10.0,1,1,0,0,0,0,0
7115,1012267502,111.0,1,0,1,0,0,0,0
7116,1012270022,2.0,1,1,0,0,0,0,0
7117,1012270025,4.0,1,0,1,0,0,0,0
7121,1012270033,1.0,1,1,0,0,0,0,0
7122,1012270034,1.0,1,1,0,0,0,0,0
7123,1012270035,4.0,1,1,0,0,0,0,0
7124,1012270036,3.0,1,1,0,0,0,0,0
7125,1012270037,4.0,1,0,1,0,0,0,0
7126,1012270038,2.0,1,1,0,0,0,0,0
7127,1012270039,3.0,1,1,0,0,0,0,0
7128,1012270040,6.0,1,1,0,0,0,0,0
7129,1012270041,4.0,1,1,0,0,0,0,0
7130,1012270042,2.0,1,1,0,0,0,0,0
7131,1012270061,20.0,1,0,1,0,0,0,0
7132,1012270063,27.0,1,0,1,0,0,0,0
7133,1012270123,4.0,1,0,1,0,0,0,0
7134,1012280001,14.0,1,0,1,0,0,0,0
7135,1012280013,10.0,1,1,0,0,0,0,0
7136,1012280023,3.0,1,1,0,0,0,0,0
7137,1012280025,6.0,1,1,0,0,0,0,0
7138,1012280026,5.0,1,1,0,0,0,0,0
7139,1012280027,5.0,1,1,0,0,0,0,0
7140,1012280028,6.0,1,1,0,0,0,0,0
7141,1012280029,6.0,1,0,1,0,0,0,0
7142,1012280030,3.0,1,1,0,0,0,0,0
7144,1012280032,3.0,1,0,1,0,0,0,0
7145,1012280033,3.0,1,0,1,0,0,0,0
7146,1012280034,2.0,1,1,0,0,0,0,0
7147,1012280036,29.0,1,0,1,0,0,0,0
7148,1012280037,10.0,1,0,1,0,0,0,0
7149,1012280039,3.0,1,1,0,0,0,0,0
7150,1012280061,7.0,0,0,0,0,0,0,0
7151,1012290006,5.0,1,1,0,0,0,0,0
7152,1012290008,4.0,1,1,0,0,0,0,0
7154,1012290029,1.0,1,1,0,0,0,0,0
7155,1012290033,3.0,1,0,1,0,0,0,0
7156,1012290034,1.0,1,1,0,0,0,0,0
7157,1012290035,1.0,1,1,0,0,0,0,0
7158,1012290036,3.0,1,1,0,0,0,0,0
7159,1012290037,22.0,1,0,1,0,0,0,0
7160,1012290039,3.0,1,1,0,0,0,0,0
7161,1012290040,2.0,1,1,0,0,0,0,0
7162,1012290041,9.0,1,0,1,0,0,0,0
7163,1012290042,10.0,1,0,1,0,0,0,0
7164,1012290043,12.0,1,0,0,1,0,0,0
7165,1012290045,4.0,1,1,0,0,0,0,0
7166,1012290047,2.0,1,1,0,0,0,0,0
7167,1012290049,1.0,1,1,0,0,0,0,0
7169,1012297502,28.0,1,1,0,0,0,0,0
7170,1012300029,2.0,1,1,0,0,0,0,0
7171,1012300030,5.0,1,0,1,0,0,0,0
7172,1012300031,5.0,1,0,1,0,0,0,0
7173,1012300032,3.0,1,1,0,0,0,0,0
7174,1012300034,1.0,1,1,0,0,0,0,0
7176,1012300036,3.0,1,0,1,0,0,0,0
7178,1012300043,27.0,1,1,0,0,0,0,0
7179,1012300133,6.0,1,0,1,0,0,0,0
7180,1012300135,1.0,1,1,0,0,0,0,0
7182,1012310007,15.0,1,0,1,0,0,0,0
7183,1012310026,64.0,1,0,1,0,0,0,0
7184,1012310029,4.0,1,1,0,0,0,0,0
7185,1012310030,17.0,0,0,0,0,1,1,0
7186,1012310031,4.0,1,1,0,0,0,0,0
7187,1012310036,5.0,1,1,0,0,0,0,0
7188,1012310040,20.0,0,0,0,0,1,1,0
7191,1012317502,9.0,1,1,0,0,0,0,0
7192,1012320029,7.0,1,1,0,0,0,0,0
7193,1012320031,4.0,1,1,0,0,0,0,0
7194,1012320033,15.0,1,0,1,0,0,0,0
7195,1012320034,3.0,1,1,0,0,0,0,0
7196,1012320036,2.0,1,1,0,0,0,0,0
7198,1012320055,34.0,1,1,0,0,0,0,0
7200,1012320064,2.0,1,1,0,0,0,0,0
7201,1012327501,7.0,1,1,0,0,0,0,0
7202,1012327502,14.0,1,1,0,0,0,0,0
7203,1012330001,1.0,0,0,0,0,1,1,0
7205,1012330016,141.0,1,0,1,0,0,0,0
7206,1012330024,4.0,1,1,0,0,0,0,0
7209,1012330028,7.0,1,1,0,0,0,0,0
7210,1012330029,31.0,1,0,1,0,0,0,0
7215,1012330160,4.0,1,0,1,0,0,0,0
7216,1012337501,3.0,1,1,0,0,0,0,0
7218,1012347503,23.0,1,1,0,0,0,0,0
7219,1012350001,4.0,1,1,0,0,0,0,0
7221,1012350010,11.0,1,1,0,0,0,0,0
7225,1012350031,3.0,1,1,0,0,0,0,0
7226,1012350032,4.0,1,1,0,0,0,0,0
7228,1012350034,5.0,1,0,1,0,0,0,0
7230,1012350037,10.0,1,0,0,1,0,0,0
7231,1012350038,2.0,1,1,0,0,0,0,0
7232,1012350039,4.0,1,1,0,0,0,0,0
7233,1012350040,7.0,1,0,1,0,0,0,0
7234,1012350041,5.0,1,1,0,0,0,0,0
7235,1012350042,4.0,0,0,0,0,0,0,0
7236,1012350061,41.0,1,0,1,0,0,0,0
7238,1012360010,46.0,1,0,1,0,0,0,0
7240,1012360029,42.0,1,0,1,0,0,0,0
7241,1012360032,1.0,1,1,0,0,0,0,0
7242,1012360033,16.0,1,0,1,0,0,0,0
7243,1012360034,14.0,1,0,0,1,0,0,0
7244,1012360035,13.0,1,0,1,0,0,0,0
7245,1012360036,11.0,1,0,1,0,0,0,0
7246,1012360037,51.0,1,1,0,0,0,0,0
7247,1012360044,21.0,1,0,1,0,0,0,0
7249,1012367502,17.0,1,1,0,0,0,0,0
7250,1012367503,2.0,1,1,0,0,0,0,0
7254,1012370033,39.0,1,0,1,0,0,0,0
7257,1012380003,3.0,1,1,0,0,0,0,0
7260,1012380046,61.0,1,1,0,0,0,0,0
7261,1012380052,10.0,1,0,1,0,0,0,0
7262,1012380054,7.0,1,1,0,0,0,0,0
7263,1012380056,7.0,1,0,0,1,0,0,0
7264,1012380057,1.0,1,1,0,0,0,0,0
7265,1012380059,4.0,1,0,1,0,0,0,0
7266,1012380061,6.0,1,0,1,0,0,0,0
7267,1012380062,3.0,1,0,1,0,0,0,0
7268,1012380101,3.0,1,1,0,0,0,0,0
7270,1012380106,3.0,1,0,1,0,0,0,0
7271,1012380156,7.0,1,0,0,1,0,0,0
7272,1012387501,15.0,1,1,0,0,0,0,0
7273,1012387503,9.0,1,1,0,0,0,0,0
7274,1012390004,13.0,1,0,1,0,0,0,0
7275,1012390007,5.0,1,0,1,0,0,0,0
7278,1012390027,5.0,1,1,0,0,0,0,0
7279,1012390028,5.0,1,1,0,0,0,0,0
7280,1012390029,5.0,1,1,0,0,0,0,0
7281,1012390030,3.0,1,1,0,0,0,0,0
7282,1012390031,3.0,1,1,0,0,0,0,0
